Layer,NoiseStd,Percent,NumSeeds,Phonemic_minus_Neologism_mean,Phonemic_minus_Neologism_t,Phonemic_minus_Neologism_tfce,Phonemic_minus_Neologism_n_valid,Semantic_minus_Neologism_mean,Semantic_minus_Neologism_t,Semantic_minus_Neologism_tfce,Semantic_minus_Neologism_n_valid
1.0,1.5,0.8,40,-0.016455696202531643,-0.8302246215139006,-6.449982262167323,40,-0.04715189873417721,-2.010808381523308,-122.29564556364552,40
1.0,1.5,0.9,40,0.007278481012658228,0.4688573054342936,1.7953353454111156,40,-0.025000000000000005,-1.4606849077480748,-48.19301126002826,40
1.0,1.5,1.0,40,0.024006983849847233,3.103741310461182,13.60617899981382,29,-0.002182453077258839,-1.6252721107440018,-65.85453264930818,29
1.0,1.6,0.0,40,0.0,0.0,0.0,10,0.0,0.0,0.0,10
1.0,1.6,0.1,40,-0.019145569620253163,-1.1097564902279362,-0.7703063217813098,40,-0.022151898734177215,-1.042074303692052,-11.866848131676399,40
1.0,1.6,0.2,40,0.012341772151898734,2.587644193482231,250.19567502382415,40,0.003164556962025317,1.2747548783981972,29.769025512373936,40
1.0,1.6,0.3,40,0.00506329113924051,0.28411589101374723,0.4387724120067166,40,-0.020569620253164556,-0.9950603595410111,-15.631336797718722,40
1.0,1.6,0.4,40,0.023259493670886075,3.2021192839891426,454.55036687329084,40,-0.0058544303797468345,-0.9063739559681883,-11.850476240227874,40
1.0,1.6,0.5,40,0.007911392405063288,0.37145768272239826,0.9275958062564439,40,-0.022310126582278482,-1.034976351815579,-17.536372720234606,40
1.0,1.6,0.6,40,-0.004746835443037977,-0.18326994820834305,-0.0023777805405373045,40,-0.037816455696202525,-1.5054060825217428,-52.63482942125574,40
1.0,1.6,0.7,40,0.00458860759493671,0.7213161297415756,6.296049819766074,40,-0.019462025316455692,-2.843169542637938,-333.2862607535026,40
1.0,1.6,0.8,40,-0.016772151898734176,-0.7006309100815533,-3.9264732391703476,40,-0.05886075949367089,-2.5234584961713806,-235.934614232326,40
1.0,1.6,0.9,40,0.019145569620253163,2.0670503964211817,6.936965606712427,40,-0.007911392405063288,-2.268884146286755,-173.38706424290154,40
1.0,1.6,1.0,40,0.010912265386294195,1.255307044856882,4.265406203104855,29,-0.017459624618070713,-2.1014205807900908,-138.8869464387565,29
1.0,1.7,0.0,40,0.0,0.0,0.0,10,0.0,0.0,0.0,10
1.0,1.7,0.1,40,-0.01708860759493671,-0.8666772343547415,-0.5295082439124144,40,-0.01740506329113924,-0.7742226913850424,-7.4511412817575025,40
1.0,1.7,0.2,40,0.006487341772151899,2.6188458114683306,250.40783167213576,40,0.002215189873417722,0.8689289582994204,9.694707781085516,40
1.0,1.7,0.3,40,0.003006329113924057,0.13953431287222923,0.04850898801987907,40,-0.02863924050632911,-1.237320920186853,-29.584045033088,40
